"Group_ID","Prey","PercentNumber","PercentOccurrence","PercentVolWeight","%IRI"
"Onmy_Jul","Amphipoda: Americorophium sp.",9.628132515,86.66666667,2.913556037,6.5490819906558
"Onmy_Jul","Amphipoda: Eogammarus sp.",20.41419655,86.66666667,25.34779494,23.8962268183506
"Onmy_Jul","Diptera",0.095238095,3.333333333,0.003856845,0.00199022669364616
"Onmy_Jul","Diptera: Chironomidae",0.429604903,13.33333333,0.045046725,0.0381316882612375
"Onmy_Jul","Hemiptera: Corixidae",0.095238095,3.333333333,0.074045711,0.0033999026539924
"Onmy_Jul","Isopoda: Gnorimosphaeroma sp.",51.2250258,96.66666667,55.50843296,62.1655311964377
"Onmy_Jul","Mysidae: Neomysis mercedis",14.39403551,43.33333333,10.9602528,6.61981487776928
"Onmy_Jul","Other aquatics (non-insecta)",2.518977926,20,2.626847297,0.62009374367711
"Onmy_Jul","Other insects",0.526315789,3.333333333,0.535376209,0.021323064072193
"Onmy_Jul","Terrestrial insects",0.317460317,3.333333333,0.795925187,0.0223612784909046
"Onki_Jun","Amphipoda: Americorophium sp.",29.17052436,88.23529412,13.65124004,24.3584657242749
"Onki_Jun","Amphipoda: Eogammarus sp.",31.75747767,97.05882353,47.43131193,49.549783588472
"Onki_Jun","Amphipoda: undetermined",0.065359477,2.941176471,0.035468058,0.00191180356535315
"Onki_Jun","Diptera",0.939139355,17.64705882,0.051356578,0.112685507319009
"Onki_Jun","Diptera: Chironomidae",0.900904284,8.823529412,0.223103413,0.0639373536910956
"Onki_Jun","Hemiptera: Corixidae",0.45751634,5.882352941,0.289135376,0.0283147140804975
"Onki_Jun","Isopoda: Gnorimosphaeroma sp.",4.086504457,35.29411765,8.080339477,2.76836468658666
"Onki_Jun","Mysidae: Neomysis mercedis",17.82089716,70.58823529,21.23115098,17.7712990453063
"Onki_Jun","Other aquatics (non-insecta)",3.291316527,8.823529412,0.534253739,0.217611356061186
"Onki_Jun","Other insects",2.780983385,20.58823529,0.529483558,0.439391258719307
"Onki_Jun","Other terrestrials (Arachnida)",1.198717036,17.64705882,0.751827483,0.221907118796648
"Onki_Jun","Terrestrial insects",7.530659954,47.05882353,7.191329374,4.46632784312703
"Onmy_Jun","Actinopterygii",0.019519813,2.127659574,0.38248886,0.00486911027188933
"Onmy_Jun","Amphipoda: Americorophium sp.",5.667567313,65.95744681,2.71888429,3.14886561489196
"Onmy_Jun","Amphipoda: Eogammarus sp.",60.71681559,100,64.05133587,71.0257431102053
"Onmy_Jun","Amphipoda: undetermined",0.064474533,2.127659574,0.008757917,0.000886988014138246
"Onmy_Jun","Diptera",0.043421624,2.127659574,0.006578936,0.000605604447484691
"Onmy_Jun","Isopoda: Gnorimosphaeroma sp.",16.82315598,72.34042553,18.55699082,14.569771314605
"Onmy_Jun","Mysidae: Neomysis mercedis",15.7243069,65.95744681,14.05189435,11.1800867275843
"Onmy_Jun","Other aquatics (non-insecta)",0.600921322,14.89361702,0.067441584,0.0566662621225087
"Onmy_Jun","Other insects",0.085106383,2.127659574,0.103342345,0.0022824821921921
"Onmy_Jun","Other terrestrials (Arachnida)",0.033772374,2.127659574,0.004708705,0.00046608103162064
"Onmy_Jun","Terrestrial insects",0.220938163,6.382978723,0.04757632,0.00975670463356781
"Onki_Nov","Actinopterygii",0.325369459,23.07692308,6.227487022,0.903230486501231
"Onki_Nov","Amphipoda: Americorophium sp.",61.87131051,100,18.09497512,47.7635890317445
"Onki_Nov","Amphipoda: Eogammarus sp.",4.596438524,84.61538462,11.08095242,7.92342862907565
"Onki_Nov","Decapoda: Emerita sp.",3.987491415,46.15384615,11.33706263,4.22460172677807
"Onki_Nov","Diptera",0.216051783,15.38461538,0.125103045,0.0313493249879257
"Onki_Nov","Diptera: Chironomidae",1.963356664,69.23076923,0.823467359,1.15238801201696
"Onki_Nov","Hemiptera: Corixidae",1.390098576,46.15384615,4.445601242,1.60875856195796
"Onki_Nov","Isopoda: Cirolanidae",0.0999001,7.692307692,0.049337267,0.00685684377833536
"Onki_Nov","Isopoda: Gnorimosphaeroma sp.",19.09799642,92.30769231,36.97153013,30.9139721799219
"Onki_Nov","Mysidae: Neomysis mercedis",3.129695238,23.07692308,2.898188905,0.83086952122963
"Onki_Nov","Other aquatics (non-insecta)",1.839242891,30.76923077,0.106874643,0.357664415394963
"Onki_Nov","Terrestrial insects",1.483048424,76.92307692,7.839420213,4.28329126661287
"Onmy_Nov","Actinopterygii",0.647414884,14.28571429,1.535631639,0.169682963827022
"Onmy_Nov","Amphipoda: Americorophium sp.",17.86751064,96.42857143,5.59458559,12.3096536807839
"Onmy_Nov","Amphipoda: Eogammarus sp.",30.22587205,96.42857143,40.77159015,37.2496201246953
"Onmy_Nov","Amphipoda: undetermined",0.058548009,3.571428571,0.033452052,0.00178773595199628
"Onmy_Nov","Decapoda: Emerita sp.",0.144713024,10.71428571,0.934746607,0.0629278536193686
"Onmy_Nov","Diptera: Chironomidae",1.80002125,42.85714286,0.450684098,0.524825765329131
"Onmy_Nov","Hemiptera: Corixidae",2.994644666,60.71428571,2.886098715,1.94265825804566
"Onmy_Nov","Isopoda: Gnorimosphaeroma sp.",41.65372792,100,44.23431084,46.731096984507
"Onmy_Nov","Mysidae: Neomysis mercedis",2.104808643,28.57142857,1.019305647,0.485659802748982
"Onmy_Nov","Other aquatics (non-insecta)",1.452050604,17.85714286,0.586929877,0.198106320403582
"Onmy_Nov","Other insects",0.435462318,25,1.627543842,0.280616900602387
"Onmy_Nov","Other terrestrials (Arachnida)",0.446428571,3.571428571,0.063511266,0.00990909973374933
"Onmy_Nov","Terrestrial insects",0.168797413,14.28571429,0.26160968,0.0334545097518349
"Onki_Oct","Actinopterygii",0.823359647,21.42857143,7.531647693,1.18226870656386
"Onki_Oct","Amphipoda: Americorophium sp.",25.33467331,85.71428571,17.66552034,24.3388335898936
"Onki_Oct","Amphipoda: Eogammarus sp.",6.718130335,64.28571429,12.00729108,7.94917784818195
"Onki_Oct","Diptera",0.210084034,7.142857143,0.026217199,0.0111458730362335
"Onki_Oct","Diptera: Chironomidae",25.92508079,78.57142857,10.83261527,19.0716852802429
"Onki_Oct","Hemiptera: Corixidae",0.064935065,7.142857143,0.292284279,0.0168493469279131
"Onki_Oct","Isopoda: Gnorimosphaeroma sp.",7.002159889,64.28571429,12.0821048,8.10151134933162
"Onki_Oct","Mysidae: Neomysis mercedis",0.846560847,21.42857143,0.449922204,0.183457808881797
"Onki_Oct","Other aquatics (non-insecta)",0.984848485,14.28571429,0.741973405,0.162901710694992
"Onki_Oct","Other insects",1.028138528,14.28571429,0.632870881,0.156693215306981
"Onki_Oct","Other terrestrials (Arachnida)",0.132275132,7.142857143,0.091771766,0.010567859708417
"Onki_Oct","Terrestrial insects",30.92975394,85.71428571,37.64578108,38.8149074112297
"Onmy_Oct","Actinopterygii",0.962000962,7.407407407,2.133339533,0.174456906089687
"Onmy_Oct","Amphipoda: Americorophium sp.",20.49334776,77.77777778,15.93491643,21.5579526368166
"Onmy_Oct","Amphipoda: Eogammarus sp.",21.67288051,74.07407407,24.91468989,26.2572838346803
"Onmy_Oct","Diptera: Chironomidae",13.53745114,66.66666667,6.105864418,9.96407618851226
"Onmy_Oct","Hemiptera: Corixidae",0.65681445,14.81481481,0.624938492,0.144482103299139
"Onmy_Oct","Isopoda: Gnorimosphaeroma sp.",24.8775971,85.18518519,27.137381,33.7136673335834
"Onmy_Oct","Mysidae: Neomysis mercedis",8.421683073,18.51851852,6.395187003,2.08773906773444
"Onmy_Oct","Other aquatics (non-insecta)",5.196642635,37.03703704,11.99978902,4.84605210245062
"Onmy_Oct","Other insects",3.098937626,22.22222222,3.267890784,1.07652504248571
"Onmy_Oct","Other terrestrials (Arachnida)",0.24691358,3.703703704,1.07526312,0.037259690297337
"Onmy_Oct","Terrestrial insects",0.83573116,14.81481481,0.410740296,0.140505094050504
"Onki_Sep","Actinopterygii",0.123152709,7.142857143,1.093654447,0.0532817404886824
"Onki_Sep","Amphipoda: Americorophium sp.",40.48659467,85.71428571,38.15552123,41.3231180297697
"Onki_Sep","Amphipoda: Eogammarus sp.",5.545390206,57.14285714,7.042178836,4.4094914052742
"Onki_Sep","Diptera: Chironomidae",32.78605732,92.85714286,22.54459392,31.4967528068399
"Onki_Sep","Hemiptera: Corixidae",1.617146859,21.42857143,1.947732825,0.468298513700871
"Onki_Sep","Isopoda: Gnorimosphaeroma sp.",12.55586322,92.85714286,21.05268663,19.1315331213117
"Onki_Sep","Mysidae: Neomysis mercedis",3.894557823,21.42857143,3.394638782,0.957541414796017
"Onki_Sep","Other aquatics (non-insecta)",0.397877984,14.28571429,0.154800588,0.0484015500895113
"Onki_Sep","Other insects",0.324675325,7.142857143,0.04702491,0.0162760675454577
"Onki_Sep","Terrestrial insects",2.268683884,50,4.567167843,2.09530535018392
"Onmy_Sep","Amphipoda: Americorophium sp.",16.46812955,67.85714286,11.15608809,12.2440226638802
"Onmy_Sep","Amphipoda: Eogammarus sp.",14.02120697,71.42857143,19.06725142,15.4378588614872
"Onmy_Sep","Diptera: Chironomidae",14.96826473,92.85714286,9.250413132,14.689408739306
"Onmy_Sep","Isopoda: Gnorimosphaeroma sp.",29.50217803,89.28571429,31.55212815,35.6071198078284
"Onmy_Sep","Mysidae: Neomysis mercedis",19.43976694,67.85714286,18.06521927,16.6235260360392
"Onmy_Sep","Other aquatics (non-insecta)",3.599631905,60.71428571,7.478272826,4.39326179944415
"Onmy_Sep","Other insects",1.070821832,35.71428571,2.48696076,0.829965313888152
"Onmy_Sep","Terrestrial insects",0.930000038,14.28571429,0.943666352,0.174836778126679
